"Id","NameEN","NameAR","UniqueId"
"1335f666-ffcf-4c78-ad27-88a092f2f4ae","Monthly","شهري","monthly"
"718b556d-df7a-4f71-88d5-92e506941170","Quarterly","ربع سنوي","quarterly"
"691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly"
