"PublishedAdditionalChartId","PublishedIndicatorId","PublishedIndicatorDetailId","ChartTypeId","ChartTypeEN","ChartTypeAR","ChartTypeCode","IntervalId","IntervalEN","IntervalAR","IntervalCode","BenchMarkingCountries_Raw","CreatedAt","UpdatedAt"
"aacef5a7-cdc0-4c15-1712-08de9e1b05ae","9b07fcb5-2cff-44c4-7a75-08de9e09a550","a8296f0b-92c0-4275-bc89-08de9e09a558","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","718b556d-df7a-4f71-88d5-92e506941170","Quarterly","ربع سنوي","quarterly","bc1bee71-6752-495b-84bc-400595c26261|e39895ae-fc18-4b47-abd1-4575d7918fc4|f7f05821-86a1-4114-bdee-8b0894fff2f5|e460a16d-676f-41ed-811f-3f23ab1450b2|a17a864e-6bcd-4466-972a-ac7a9a909d14","4/23/2026 12:35:18 PM",""
"5191f3af-2067-41c4-5deb-08de9e9ca8bb","d9eed3fe-a269-4d96-6897-08de9e04ed95","88e12df6-ffab-458e-cd97-08de9e04ed9e","679d1dd4-e796-47c8-af5f-1dd9869d53f4","Geo Map","خريطة جغرافية","geomap","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|bc1bee71-6752-495b-84bc-400595c26261|e39895ae-fc18-4b47-abd1-4575d7918fc4|834a770b-6372-40e2-bbcc-0a321e06bb13|735ccf37-9b0d-483c-a8bd-05b1e6a064b1|3eb36153-9f64-4030-b794-a66cb9a1858e|d4206b50-9f7e-4c76-8de1-34384b391803|8d7d98ff-ccec-43d6-8155-44f9c0b72e26|a17a864e-6bcd-4466-972a-ac7a9a909d14","4/20/2026 12:11:56 PM",""
"5a6e74a6-6129-4e99-f075-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","f7f05821-86a1-4114-bdee-8b0894fff2f5|e39895ae-fc18-4b47-abd1-4575d7918fc4|a17a864e-6bcd-4466-972a-ac7a9a909d14|a2d21933-e1fa-4290-b53a-508900974a2b|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|aa091570-f20b-4de3-b2ed-96104c99eb3a|e460a16d-676f-41ed-811f-3f23ab1450b2|bc1bee71-6752-495b-84bc-400595c26261|e4509188-11df-41b5-b86d-1dde070df893","5/3/2026 9:40:23 AM",""
"1f3561b3-5f4a-47cc-f076-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e39895ae-fc18-4b47-abd1-4575d7918fc4|a17a864e-6bcd-4466-972a-ac7a9a909d14|bc1bee71-6752-495b-84bc-400595c26261|e460a16d-676f-41ed-811f-3f23ab1450b2|aa091570-f20b-4de3-b2ed-96104c99eb3a|f7f05821-86a1-4114-bdee-8b0894fff2f5|e4509188-11df-41b5-b86d-1dde070df893|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|a2d21933-e1fa-4290-b53a-508900974a2b","5/3/2026 9:40:23 AM",""
"3befa8cf-a476-4a88-f077-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","679d1dd4-e796-47c8-af5f-1dd9869d53f4","Geo Map","خريطة جغرافية","geomap","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e4509188-11df-41b5-b86d-1dde070df893|bc1bee71-6752-495b-84bc-400595c26261|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|e39895ae-fc18-4b47-abd1-4575d7918fc4|f7f05821-86a1-4114-bdee-8b0894fff2f5|e460a16d-676f-41ed-811f-3f23ab1450b2|a2d21933-e1fa-4290-b53a-508900974a2b|aa091570-f20b-4de3-b2ed-96104c99eb3a|a17a864e-6bcd-4466-972a-ac7a9a909d14","5/3/2026 9:40:23 AM",""
"8c6acc69-8184-46e5-f082-08dea241b62e","48906d7c-2b2c-42bd-f10c-08dea2389aaf","f3de8791-b7fd-4135-6a2f-08dea2389ab1","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e4509188-11df-41b5-b86d-1dde070df893|bc1bee71-6752-495b-84bc-400595c26261|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|e39895ae-fc18-4b47-abd1-4575d7918fc4|f7f05821-86a1-4114-bdee-8b0894fff2f5|e460a16d-676f-41ed-811f-3f23ab1450b2|a2d21933-e1fa-4290-b53a-508900974a2b|aa091570-f20b-4de3-b2ed-96104c99eb3a|a17a864e-6bcd-4466-972a-ac7a9a909d14","5/3/2026 9:47:36 AM",""
"23f63810-1a4c-4037-f08d-08dea241b62e","8c915ebe-4dc5-4900-f117-08dea2389aaf","617e08ea-9571-42d0-6a65-08dea2389ab1","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|bc1bee71-6752-495b-84bc-400595c26261|e39895ae-fc18-4b47-abd1-4575d7918fc4|a2d21933-e1fa-4290-b53a-508900974a2b|834a770b-6372-40e2-bbcc-0a321e06bb13|22e2bc7f-7fea-4b30-9d82-ea7e8f125fcc|735ccf37-9b0d-483c-a8bd-05b1e6a064b1|3eb36153-9f64-4030-b794-a66cb9a1858e|d4206b50-9f7e-4c76-8de1-34384b391803|02579099-437d-4d38-bc5a-dc81882547e1|8d7d98ff-ccec-43d6-8155-44f9c0b72e26|a17a864e-6bcd-4466-972a-ac7a9a909d14","5/7/2026 8:17:26 AM",""
"acdd2ae8-beb3-4b0b-fb8b-08debee637ed","c65e0835-1de9-41f1-dfd6-08debee6364f","6c2ec1e3-860f-4b3f-60c6-08debee63662","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e4509188-11df-41b5-b86d-1dde070df893|a17a864e-6bcd-4466-972a-ac7a9a909d14|bc1bee71-6752-495b-84bc-400595c26261|a2d21933-e1fa-4290-b53a-508900974a2b|10bf45bf-7ddc-4625-ad9a-8dc42c25c247|f7f05821-86a1-4114-bdee-8b0894fff2f5|e39895ae-fc18-4b47-abd1-4575d7918fc4|e460a16d-676f-41ed-811f-3f23ab1450b2|735ccf37-9b0d-483c-a8bd-05b1e6a064b1|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","6/2/2026 1:27:00 PM",""
"83f9f74b-7a58-42eb-fb8c-08debee637ed","c65e0835-1de9-41f1-dfd6-08debee6364f","6c2ec1e3-860f-4b3f-60c6-08debee63662","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|bc1bee71-6752-495b-84bc-400595c26261|e4509188-11df-41b5-b86d-1dde070df893|e39895ae-fc18-4b47-abd1-4575d7918fc4|f7f05821-86a1-4114-bdee-8b0894fff2f5|e460a16d-676f-41ed-811f-3f23ab1450b2|10bf45bf-7ddc-4625-ad9a-8dc42c25c247|735ccf37-9b0d-483c-a8bd-05b1e6a064b1|a2d21933-e1fa-4290-b53a-508900974a2b|a17a864e-6bcd-4466-972a-ac7a9a909d14","6/2/2026 1:27:00 PM",""
"259d6312-0744-4d4c-a0b4-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e460a16d-676f-41ed-811f-3f23ab1450b2|aa091570-f20b-4de3-b2ed-96104c99eb3a|e4509188-11df-41b5-b86d-1dde070df893|a17a864e-6bcd-4466-972a-ac7a9a909d14|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|a2d21933-e1fa-4290-b53a-508900974a2b|f7f05821-86a1-4114-bdee-8b0894fff2f5|bc1bee71-6752-495b-84bc-400595c26261","6/28/2026 10:27:43 AM",""
"e9967e9c-fc0e-41ed-a0b5-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","9c7487a3-8189-48fa-a863-f5eb27df8564","Bar Chart","مخطط شريطي","barchart","691e1981-365a-4b79-b81d-de3b2f8c05c7","Yearly","سنوي","yearly","e460a16d-676f-41ed-811f-3f23ab1450b2|aa091570-f20b-4de3-b2ed-96104c99eb3a|e4509188-11df-41b5-b86d-1dde070df893|a17a864e-6bcd-4466-972a-ac7a9a909d14|8e5904bd-e75e-46f6-b4bb-2ab9872a7f87|a2d21933-e1fa-4290-b53a-508900974a2b|f7f05821-86a1-4114-bdee-8b0894fff2f5|bc1bee71-6752-495b-84bc-400595c26261","6/28/2026 10:27:43 AM",""
