"PublishedAdditionalChartId","PublishedIndicatorId","PublishedIndicatorDetailId","CountryId","CountryEN","CountryAR","CountryCode"
"40ea0d46-bff6-4591-aeb0-08def11f9fb5","90f51bae-c903-46a5-790f-08def0866aa3","889f81dd-9b61-48d0-a7a0-08def0866aac","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"0e2a8506-ea46-4124-ffe1-08deda75d219","633dc513-6f33-4bb5-1ec8-08deda71879b","44346def-4945-4b96-04fd-08deda71879d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"0431aeaf-076e-4995-a0c4-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"0a14353a-71e5-4afa-a0c5-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"acdd2ae8-beb3-4b0b-fb8b-08debee637ed","c65e0835-1de9-41f1-dfd6-08debee6364f","6c2ec1e3-860f-4b3f-60c6-08debee63662","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"83f9f74b-7a58-42eb-fb8c-08debee637ed","c65e0835-1de9-41f1-dfd6-08debee6364f","6c2ec1e3-860f-4b3f-60c6-08debee63662","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"23f63810-1a4c-4037-f08d-08dea241b62e","8c915ebe-4dc5-4900-f117-08dea2389aaf","617e08ea-9571-42d0-6a65-08dea2389ab1","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"8c6acc69-8184-46e5-f082-08dea241b62e","48906d7c-2b2c-42bd-f10c-08dea2389aaf","f3de8791-b7fd-4135-6a2f-08dea2389ab1","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"e9967e9c-fc0e-41ed-a0b5-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"1f68b06e-14af-4f3d-a0b6-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"259d6312-0744-4d4c-a0b4-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"caa38a9f-a41f-47b7-a0c0-08dec77b7a69","cfbc3145-b350-480b-983d-08dec461c232","5e8b83ee-ab75-42d4-7ab7-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"2185e4e9-3f2b-410c-a0bf-08dec77b7a69","e641b12b-e4d1-47ab-9837-08dec461c232","eb07919f-adb5-4e98-7ab0-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"04df244b-e034-466f-a0c1-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"e3a64058-8090-4044-a0c2-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"b117ad74-18b5-4fe5-a0c3-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"3f3a3133-e354-43a1-a0b7-08dec77b7a69","b05f6bd5-256d-4940-9823-08dec461c232","dc087d3c-3562-44cc-7a93-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"543884db-8989-4e8e-a0be-08dec77b7a69","b5ade6c5-419c-4b5f-9836-08dec461c232","fb801dff-2204-4cbb-7aaf-08dec461c23d","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"5a6e74a6-6129-4e99-f075-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"5191f3af-2067-41c4-5deb-08de9e9ca8bb","d9eed3fe-a269-4d96-6897-08de9e04ed95","88e12df6-ffab-458e-cd97-08de9e04ed9e","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
